id,label,date_short,distance_sum_um,nearer_to_center_um,farther_to_center_um,tau,qc,pron_min_distance_um,transcript_total,spread_rms,spread_axis0,spread_axis1,spread_axis2,aniso_01,aniso_02,planarity,blobsep_p95,blobsep_p98,blobsep_p99,blobsep_p99,blobsep_p95_norm,blobsep_p98_norm,blobsep_p99_norm,blobsep_p99_norm,blob_count_p98,top2_massfrac_p98,principal_bimodality,dnavol_p95,dnavol_p98,dnavol_p99,dnavol_p99,radial_0,radial_1,radial_2,radial_3,radial_4,radial_5,radial_6,radial_7,radial_8,radial_9,intensity_cv,intensity_p90_over_p50,dna_extent_rms
20260425_zygote_p2_17,Z-P2_0-fov17,Apr 25,67.3206,27.9397,39.3809,0.0,caution,31.31,446332,94.86624934894694,65.7115039514661,60.084410237029275,32.73327298699906,1.0936531223088515,2.0074833937346224,0.41623057134715613,164.15313645036994,148.92332365975255,108.25271051731487,108.25271051731487,1.730363916003476,1.5698240745467145,1.1411087728157112,1.1411087728157112,3039.0,0.8603817214499273,0.3600378687447791,0.04228616294526808,0.018645139092040384,0.004815511494627453,0.004815511494627453,0.9895251192491369,0.9999999999126842,0.9632750647089843,0.9442899638745688,0.9353862387013183,0.9274777008025875,0.9193170852114554,0.9116413727712188,0.9043509048593005,0.8957528838431402,0.08457180857658386,1.0377358198165894,94.86624934894694
20260425_zygote_p2_18_0,Z-P2_1-fov18_0,Apr 25,70.6132,27.6204,42.9928,0.0,caution,46.59,66506,99.62816542419037,70.23761167495657,63.704706077809874,30.56402583966484,1.1025497941489208,2.298048357417513,0.4718366552620808,143.18171616110163,172.06814914637604,190.15281448992073,190.15281448992073,1.4371610087801052,1.7271034419498938,1.9086250536851233,1.9086250536851233,4107.0,0.8216619606478693,0.4061533382420372,0.04838491823499622,0.018877805448485243,0.004285422926469516,0.004285422926469516,0.9890199704850101,0.9999999999111561,0.9866019631529142,0.9666422354860422,0.9540556915593494,0.945996073814401,0.9390009812047247,0.9299365547615734,0.9213798197073548,0.9107292813148007,0.0709521546959877,1.0377358198165894,99.62816542419037
20260425_zygote_p2_18_1,Z-P2_0-fov18_1,Apr 25,40.9851,15.7461,25.239,0.186,pass,16.77,61296,99.62816542419037,70.23761167495657,63.704706077809874,30.56402583966484,1.1025497941489208,2.298048357417513,0.4718366552620808,143.18171616110163,172.06814914637604,190.15281448992073,190.15281448992073,1.4371610087801052,1.7271034419498938,1.9086250536851233,1.9086250536851233,4107.0,0.8216619606478693,0.4061533382420372,0.04838491823499622,0.018877805448485243,0.004285422926469516,0.004285422926469516,0.9890199704850101,0.9999999999111561,0.9866019631529142,0.9666422354860422,0.9540556915593494,0.945996073814401,0.9390009812047247,0.9299365547615734,0.9213798197073548,0.9107292813148007,0.0709521546959877,1.0377358198165894,99.62816542419037
20260425_zygote_p2_19_1,Z-P2_0-fov19_1,Apr 25,53.5925,26.3296,27.2629,0.03735,caution,32.7,154458,104.17618673714804,72.07574718496028,67.11967158448965,33.95164557445019,1.0738393739068373,2.122894011249511,0.46018288877035185,153.3782335360005,131.4881717109111,115.92260039613738,115.92260039613738,1.4722964706963217,1.2621710831142645,1.1127552554392495,1.1127552554392495,6144.0,0.7138732928130386,0.39167646659668837,0.048103327103634796,0.017442734856182213,0.0044775010875446955,0.0044775010875446955,0.9950358076334207,0.9999999999082212,0.9948373659815865,0.9858357893725915,0.9773632271177275,0.9707967270380853,0.9633244255441427,0.956881303795669,0.9495503062020093,0.9413473977231557,0.06880640983581543,1.0188679695129395,104.17618673714804
20260425_zygote_p2_2,Z-P2_0-fov2,Apr 25,82.8986,38.3841,44.5145,0.0,out-of-domain,2.1,250646,104.07728563205755,75.40752234140801,68.85320780358249,20.12517662093009,1.0951925647579186,3.7469245619469485,0.6461958836923466,196.599108899489,187.1620806702257,151.8889935077718,151.8889935077718,1.888972274945273,1.7982990018936238,1.459386561880135,1.459386561880135,2763.0,0.8208021242367105,0.38921721208547505,0.048151662423431885,0.019471892001043503,0.004982327293439347,0.004982327293439347,0.9999999999305775,0.9542843171507855,0.8877305121090159,0.8259880060959343,0.7907893964117343,0.7776016098315974,0.7606921227830623,0.7501935345162444,0.7363639695113052,0.7208907907341069,0.23784002661705017,1.1272727251052856,104.07728563205755
20260425_zygote_p2_20,Z-P2_0-fov20,Apr 25,38.0176,15.3471,22.6705,0.22177,pass,0.3,95404,107.65411343936965,78.19679670090768,68.53742163053238,27.879938349505288,1.1409357647200495,2.8047692543597744,0.5199379575176024,79.35140730676656,105.51672900403992,178.72543444054435,178.72543444054435,0.7370959086887194,0.9801458082075116,1.6601821061024264,1.6601821061024264,7532.0,0.6123252743250012,0.35423374630658017,0.03740842183159874,0.018494575412951204,0.00487546750106565,0.00487546750106565,0.9861992938323662,0.9999999999119117,0.9899983204322744,0.9695137657743134,0.956302255601246,0.9460843740877157,0.9350102196137158,0.923232551651748,0.9121842715274678,0.899972183314619,0.1198638454079628,1.0566037893295288,107.65411343936965
20260425_zygote_p2_21,Z-P2_0-fov21,Apr 25,25.0339,10.4397,14.5942,0.62633,pass,2.41,186592,109.09046826562599,86.90077607617353,61.902989908018,22.737748881982988,1.403821928496151,3.8218722840746984,0.4506891922462837,221.74393733745694,259.5253633373359,254.9089448950489,254.9089448950489,2.032660954070418,2.378992088716877,2.3366747490504176,2.3366747490504176,2876.0,0.8446948076841164,0.5188408821474565,0.04933040424663678,0.019769482628505006,0.004993021693464139,0.004993021693464139,0.9698967418052685,0.9827281441648923,0.9999999999238921,0.9098626805076228,0.8617086161199811,0.8552077036190024,0.8474780061241358,0.8325051431003693,0.8148091759343494,0.7972370047047708,0.24399252235889435,1.117117166519165,109.09046826562599
20260425_zygote_p2_22_0,Z-P2_1-fov22_0,Apr 25,23.6319,10.9796,12.6523,0.66772,pass,0.67,215774,122.68669783020539,91.31834304790547,79.17963341569981,21.06114193534082,1.1533059444108622,4.335868349037806,0.6364382982007439,120.08947599945449,161.0519628191252,241.54047894624722,241.54047894624722,0.9788304449014039,1.3127092370625781,1.9687584819649586,1.9687584819649586,3488.0,0.9269135991950818,0.4841624942800095,0.0478464930872914,0.019751630559172284,0.004997737334419952,0.004997737334419952,0.9768404398747198,0.9999999999249991,0.9644628258291001,0.9268069826919407,0.9184544736095733,0.9089529645177934,0.874677687693188,0.8597316466344961,0.8282706187373273,0.7887993212526265,0.24438120424747467,1.1391304731369019,122.68669783020539
20260425_zygote_p2_22_1,Z-P2_1-fov22_1,Apr 25,66.2597,28.0875,38.1722,0.0,caution,27.75,135479,122.68669783020539,91.31834304790547,79.17963341569981,21.06114193534082,1.1533059444108622,4.335868349037806,0.6364382982007439,120.08947599945449,161.0519628191252,241.54047894624722,241.54047894624722,0.9788304449014039,1.3127092370625781,1.9687584819649586,1.9687584819649586,3488.0,0.9269135991950818,0.4841624942800095,0.0478464930872914,0.019751630559172284,0.004997737334419952,0.004997737334419952,0.9768404398747198,0.9999999999249991,0.9644628258291001,0.9268069826919407,0.9184544736095733,0.9089529645177934,0.874677687693188,0.8597316466344961,0.8282706187373273,0.7887993212526265,0.24438120424747467,1.1391304731369019,122.68669783020539
20260425_zygote_p2_23,Z-P2_0-fov23,Apr 25,50.8776,22.9839,27.8937,0.05248,pass,10.98,286014,101.72766892889729,73.04047015416818,64.72627086440076,28.7074590542881,1.1284516788976409,2.5443027706402033,0.49313498723313187,173.163536896226,182.09113226130165,116.10933129912252,116.10933129912252,1.702226513369066,1.7899862681271923,1.1413741352797848,1.1413741352797848,3483.0,0.8346134504708568,0.36464357152925614,0.038922984657156906,0.01959188822179411,0.004858878549846094,0.004858878549846094,0.9545944176903762,0.9999999999163867,0.9596956689181043,0.918324800232071,0.9053527700707884,0.896131196500107,0.8873960365827003,0.8786899657965583,0.8663248522906537,0.8548926961197189,0.12262851744890213,1.0566037893295288,101.72766892889729
20260425_zygote_p2_25_0,Z-P2_0-fov25_0,Apr 25,26.6788,12.717,13.9618,0.55003,pass,0.3,158882,97.52583219014136,73.80160681853076,57.16158327058437,28.234095937052004,1.2911049922825428,2.613917738650244,0.3919628337184953,147.04913878094425,116.17500974187293,155.77089273359985,155.77089273359985,1.507796795688479,1.1912229400324341,1.5972269873347398,1.5972269873347398,2905.0,0.7718758724545478,0.42170469569655505,0.04772860206339607,0.01990690987921728,0.004667895091135656,0.004667895091135656,0.9964928880596914,0.9999999999124728,0.9945133888945892,0.9825701501644158,0.9656363271275006,0.9443523204515673,0.9304230383158916,0.9207565942432819,0.9108425374828809,0.897616627634289,0.09324916452169418,1.045871615409851,97.52583219014136
20260425_zygote_p2_26,Z-P2_1-fov26,Apr 25,23.7394,8.0915,15.648,0.64342,pass,0.3,331138,116.41739493275338,84.65537634482004,77.74274055053283,18.507927775364145,1.0889167870391347,4.574005950223052,0.6997170721228047,202.9820362838463,170.27703340972568,236.71227081373195,236.71227081373195,1.743571350806503,1.4626425204364084,2.0333066971405627,2.0333066971405627,2503.0,0.7270884597381293,0.45721292342219716,0.04833287776873385,0.01960889821238472,0.004998747828910483,0.004998747828910483,0.9999999999241276,0.966055293805315,0.9570677954485125,0.9352746372297441,0.9135895521997287,0.8700412668736064,0.8545775970056657,0.8329017737379429,0.8099422702164527,0.790398273084451,0.2478480041027069,1.1238938570022583,116.41739493275338
20260425_zygote_p2_4,Z-P2_0-fov4,Apr 25,34.834,15.2858,19.5482,0.29803,pass,1.34,209628,99.74801035986799,81.61309930584476,52.81083955344809,22.360295572881398,1.5453853498742718,3.6499113077429053,0.3731085311849863,79.54878170964808,81.28446562216213,119.74943995320373,119.74943995320373,0.7974974200002273,0.8148981068796087,1.2005195724772413,1.2005195724772413,5113.0,0.8755190597905929,0.3758441339652427,0.04817077761087777,0.01983280694991164,0.004960685869767134,0.004960685869767134,0.9999999999243614,0.9416402768976848,0.8795173241093,0.8449434152996604,0.8264735122521788,0.8141939063361832,0.8029519412584576,0.7959941903975821,0.7854830924138275,0.7791605871092436,0.1691359281539917,1.0654205083847046,99.74801035986799
20260425_zygote_p2_5,Z-P2_0-fov5,Apr 25,39.3293,13.9389,25.3904,0.2003,pass,3.35,392530,101.35741777040526,73.42420466268553,64.29683297597522,27.35195744359221,1.141956767111127,2.68442220743015,0.5031702447297778,57.60661050009834,104.9070145771383,101.30226264967568,101.30226264967568,0.5683511991420064,1.0350205821122338,0.9994558255192497,0.9994558255192497,3234.0,0.8714964970509644,0.3548561418116057,0.04927600595989651,0.019002938349562716,0.0048927301152788955,0.0048927301152788955,0.9746746493291996,0.9999999999141944,0.9760869813429739,0.9388584096089784,0.9267291393989058,0.9163501291647427,0.9040788009000724,0.894801231573101,0.8861453135302122,0.8745779254780253,0.1293167769908905,1.0566037893295288,101.35741777040526
20260425_zygote_p2_6,Z-P2_0-fov6,Apr 25,51.1266,23.2933,27.8333,0.05248,pass,18.14,258438,106.35880619610569,79.98343527102685,63.26407877225443,30.207649276370624,1.2642788065354107,2.64778738297273,0.41329093918734455,127.09507216827419,130.89616984083594,120.32058949832143,120.32058949832143,1.194965189238487,1.2307036275753633,1.1312705799386489,1.1312705799386489,7322.0,0.809184714036331,0.3442233528447316,0.048080843601220474,0.019488059912892007,0.004883214625493058,0.004883214625493058,0.9791730101572445,0.9999999999113892,0.9807897773204554,0.9586631542004078,0.9519161343527973,0.9433176913175767,0.936030171638485,0.9288692080174962,0.9242778326510122,0.9132271631758523,0.0994347631931305,1.0377358198165894,106.35880619610569
20260425_zygote_p2_7_0,Z-P2_0-fov7_0,Apr 25,50.4284,24.6732,25.7553,0.05248,pass,10.78,400188,94.27604159049015,67.5884880010376,57.828978494838914,31.234236887570706,1.168765013518347,2.1639230719931746,0.3934803396309086,147.63741975320684,93.65188853414418,77.94628461111644,77.94628461111644,1.5660120609273367,0.9933795051298756,0.8267878293289653,0.8267878293289653,3010.0,0.7970958611201178,0.3180483939469007,0.04805819168305773,0.01921842629966854,0.004780481018955698,0.004780481018955698,0.9745345990955344,0.9999999999126005,0.9851051466052958,0.9540608438613938,0.9380286856600568,0.9282847112897434,0.9200394508499105,0.9102535343607917,0.9000728685182094,0.8899913567784312,0.08942128717899323,1.047169804573059,94.27604159049015
20260425_zygote_p2_7_1,Z-P2_0-fov7_1,Apr 25,49.0088,22.619,26.3898,0.05583,pass,7.51,489412,94.27604159049015,67.5884880010376,57.828978494838914,31.234236887570706,1.168765013518347,2.1639230719931746,0.3934803396309086,147.63741975320684,93.65188853414418,77.94628461111644,77.94628461111644,1.5660120609273367,0.9933795051298756,0.8267878293289653,0.8267878293289653,3010.0,0.7970958611201178,0.3180483939469007,0.04805819168305773,0.01921842629966854,0.004780481018955698,0.004780481018955698,0.9745345990955344,0.9999999999126005,0.9851051466052958,0.9540608438613938,0.9380286856600568,0.9282847112897434,0.9200394508499105,0.9102535343607917,0.9000728685182094,0.8899913567784312,0.08942128717899323,1.047169804573059,94.27604159049015
20260425_zygote_p2_8_0,Z-P2_1-fov8_0,Apr 25,45.5225,21.271,24.2515,0.109,pass,5.24,171743,121.98811965529968,93.84540487953915,70.87137306448899,32.42514147980097,1.3241651670834698,2.894217193895124,0.4096762246842213,237.65886782136448,235.398257911682,92.87878200702247,92.87878200702247,1.9482132075213634,1.9296818136648235,0.7613756282832562,0.7613756282832562,4135.0,0.7752076028787599,0.48874697543050616,0.035102473404206046,0.018252898813965773,0.004310937912355434,0.004310937912355434,0.9999999999068526,0.9974237197494884,0.9979717087237087,0.9994633104070066,0.9955360679360736,0.9906494361314648,0.9842896087055892,0.9699109209653446,0.9599324191045968,0.9476899716140037,0.07498370856046677,1.0188679695129395,121.98811965529968
20260425_zygote_p2_8_1,Z-P2_0-fov8_1,Apr 25,63.8919,22.9039,40.988,0.0,caution,25.63,161046,121.98811965529968,93.84540487953915,70.87137306448899,32.42514147980097,1.3241651670834698,2.894217193895124,0.4096762246842213,237.65886782136448,235.398257911682,92.87878200702247,92.87878200702247,1.9482132075213634,1.9296818136648235,0.7613756282832562,0.7613756282832562,4135.0,0.7752076028787599,0.48874697543050616,0.035102473404206046,0.018252898813965773,0.004310937912355434,0.004310937912355434,0.9999999999068526,0.9974237197494884,0.9979717087237087,0.9994633104070066,0.9955360679360736,0.9906494361314648,0.9842896087055892,0.9699109209653446,0.9599324191045968,0.9476899716140037,0.07498370856046677,1.0188679695129395,121.98811965529968
20260425_zygote_p2_9_0,Z-P2_1-fov9_0,Apr 25,66.1683,19.6226,46.5457,0.0,out-of-domain,24.82,18570,111.5693279822714,87.93607118798111,62.18159755424,29.127499996403735,1.4141815783535368,3.0190050014533774,0.3758878095803103,174.92194479391483,145.70555343425528,282.1038456028731,282.1038456028731,1.5678318260900386,1.305964235541904,2.5285071459710937,2.5285071459710937,5014.0,0.7855379982957832,0.47791869676261356,0.044031455346164254,0.019072830885157807,0.0048915512050399425,0.0048915512050399425,0.9999999999119874,0.9986609950517076,0.976173287730698,0.9656142798938728,0.9626866798285131,0.9540549633762598,0.9418341015056818,0.9269755860612283,0.9155417026251561,0.9020935035680682,0.0822041779756546,1.0370370149612427,111.5693279822714
20260425_zygote_p2_9_1,Z-P2_1-fov9_1,Apr 25,52.5883,22.1151,30.4731,0.05248,pass,27.3,66852,111.5693279822714,87.93607118798111,62.18159755424,29.127499996403735,1.4141815783535368,3.0190050014533774,0.3758878095803103,174.92194479391483,145.70555343425528,282.1038456028731,282.1038456028731,1.5678318260900386,1.305964235541904,2.5285071459710937,2.5285071459710937,5014.0,0.7855379982957832,0.47791869676261356,0.044031455346164254,0.019072830885157807,0.0048915512050399425,0.0048915512050399425,0.9999999999119874,0.9986609950517076,0.976173287730698,0.9656142798938728,0.9626866798285131,0.9540549633762598,0.9418341015056818,0.9269755860612283,0.9155417026251561,0.9020935035680682,0.0822041779756546,1.0370370149612427,111.5693279822714
